timestamp,sensor_id,temperature,humidity,co2_level,location
2025-09-02 01:00:00,ROOM_101,20.02,58.29,558.0,Building A - Floor 1 - Room 101
2025-09-02 01:15:00,ROOM_102,20.52,52.86,400.0,Building A - Floor 1 - Room 102
2025-09-02 01:30:00,CONF_ROOM,20.56,57.96,577.0,Building A - Floor 2 - Conference Room
2025-09-02 01:45:00,LOBBY,20.33,60.0,433.0,Building B - Floor 1 - Lobby
2025-09-02 02:00:00,ROOM_101,21.02,54.18,501.0,Building A - Floor 1 - Room 101
2025-09-02 02:15:00,ROOM_102,21.3,53.57,464.0,Building A - Floor 1 - Room 102
2025-09-02 02:30:00,CONF_ROOM,22.04,47.57,455.0,Building A - Floor 2 - Conference Room
2025-09-02 02:45:00,LOBBY,21.19,48.45,,Building B - Floor 1 - Lobby
2025-09-02 03:00:00,ROOM_101,21.66,55.29,496.0,Building A - Floor 1 - Room 101
2025-09-02 03:15:00,ROOM_102,21.5,47.39,537.0,Building A - Floor 1 - Room 102
2025-09-02 03:30:00,CONF_ROOM,20.57,55.12,517.0,Building A - Floor 2 - Conference Room
2025-09-02 03:45:00,LOBBY,21.52,49.21,543.0,Building B - Floor 1 - Lobby
2025-09-02 04:00:00,ROOM_101,22.03,52.29,523.0,Building A - Floor 1 - Room 101
2025-09-02 04:15:00,ROOM_102,23.23,47.57,455.0,Building A - Floor 1 - Room 102
2025-09-02 04:30:00,CONF_ROOM,21.9,55.52,569.0,Building A - Floor 2 - Conference Room
2025-09-02 04:45:00,LOBBY,22.15,46.95,495.0,Building B - Floor 1 - Lobby
2025-09-02 05:00:00,ROOM_101,22.45,47.15,442.0,Building A - Floor 1 - Room 101
2025-09-02 05:15:00,ROOM_102,21.88,45.51,498.0,Building A - Floor 1 - Room 102
2025-09-02 05:30:00,CONF_ROOM,23.04,44.31,595.0,Building A - Floor 2 - Conference Room
2025-09-02 05:45:00,LOBBY,22.84,49.09,562.0,Building B - Floor 1 - Lobby
2025-09-02 06:00:00,ROOM_101,23.3,49.45,502.0,Building A - Floor 1 - Room 101
2025-09-02 06:15:00,ROOM_102,22.45,43.89,502.0,Building A - Floor 1 - Room 102
2025-09-02 06:30:00,CONF_ROOM,,49.01,503.0,Building A - Floor 2 - Conference Room
2025-09-02 06:45:00,LOBBY,22.2,56.11,623.0,Building B - Floor 1 - Lobby
2025-09-02 07:00:00,ROOM_101,23.57,46.83,539.0,Building A - Floor 1 - Room 101
2025-09-02 07:15:00,ROOM_102,24.37,51.48,541.0,Building A - Floor 1 - Room 102
2025-09-02 07:30:00,CONF_ROOM,22.78,43.53,571.0,Building A - Floor 2 - Conference Room
2025-09-02 07:45:00,LOBBY,22.99,40.48,531.0,Building B - Floor 1 - Lobby
2025-09-02 08:00:00,ROOM_101,23.61,40.0,747.0,Building A - Floor 1 - Room 101
2025-09-02 08:15:00,ROOM_102,23.31,53.11,750.0,Building A - Floor 1 - Room 102
2025-09-02 08:30:00,CONF_ROOM,22.78,50.67,756.0,Building A - Floor 2 - Conference Room
2025-09-02 08:45:00,LOBBY,23.59,44.42,758.0,Building B - Floor 1 - Lobby
2025-09-02 09:00:00,ROOM_101,23.21,47.37,796.0,Building A - Floor 1 - Room 101
2025-09-02 09:15:00,ROOM_102,23.98,40.0,762.0,Building A - Floor 1 - Room 102
2025-09-02 09:30:00,CONF_ROOM,23.28,57.96,796.0,Building A - Floor 2 - Conference Room
2025-09-02 09:45:00,LOBBY,24.51,42.28,755.0,Building B - Floor 1 - Lobby
2025-09-02 10:00:00,ROOM_101,23.41,45.85,763.0,Building A - Floor 1 - Room 101
2025-09-02 10:15:00,ROOM_102,23.64,48.16,660.0,Building A - Floor 1 - Room 102
2025-09-02 10:30:00,CONF_ROOM,24.21,45.04,805.0,Building A - Floor 2 - Conference Room
2025-09-02 10:45:00,LOBBY,23.18,47.19,777.0,Building B - Floor 1 - Lobby
2025-09-02 11:00:00,ROOM_101,23.85,40.0,809.0,Building A - Floor 1 - Room 101
2025-09-02 11:15:00,ROOM_102,24.39,44.39,615.0,Building A - Floor 1 - Room 102
2025-09-02 11:30:00,CONF_ROOM,22.93,56.31,864.0,Building A - Floor 2 - Conference Room
2025-09-02 11:45:00,LOBBY,23.83,50.63,753.0,Building B - Floor 1 - Lobby
2025-09-02 12:00:00,ROOM_101,23.69,52.33,815.0,Building A - Floor 1 - Room 101
2025-09-02 12:15:00,ROOM_102,23.95,40.94,708.0,Building A - Floor 1 - Room 102
2025-09-02 12:30:00,CONF_ROOM,22.94,41.92,790.0,Building A - Floor 2 - Conference Room
2025-09-02 12:45:00,LOBBY,22.9,46.37,,Building B - Floor 1 - Lobby
2025-09-02 13:00:00,ROOM_101,23.53,45.18,728.0,Building A - Floor 1 - Room 101
2025-09-02 13:15:00,ROOM_102,23.42,50.74,855.0,Building A - Floor 1 - Room 102
2025-09-02 13:30:00,CONF_ROOM,23.4,40.0,750.0,Building A - Floor 2 - Conference Room
2025-09-02 13:45:00,LOBBY,23.45,52.81,770.0,Building B - Floor 1 - Lobby
2025-09-02 14:00:00,ROOM_101,22.56,47.34,803.0,Building A - Floor 1 - Room 101
2025-09-02 14:15:00,ROOM_102,23.02,44.47,784.0,Building A - Floor 1 - Room 102
2025-09-02 14:30:00,CONF_ROOM,23.05,41.44,767.0,Building A - Floor 2 - Conference Room
2025-09-02 14:45:00,LOBBY,22.54,40.0,778.0,Building B - Floor 1 - Lobby
2025-09-02 15:00:00,ROOM_101,23.4,49.45,880.0,Building A - Floor 1 - Room 101
2025-09-02 15:15:00,ROOM_102,22.7,48.03,757.0,Building A - Floor 1 - Room 102
2025-09-02 15:30:00,CONF_ROOM,21.87,43.98,770.0,Building A - Floor 2 - Conference Room
2025-09-02 15:45:00,LOBBY,22.79,,812.0,Building B - Floor 1 - Lobby
2025-09-02 16:00:00,ROOM_101,21.51,49.95,815.0,Building A - Floor 1 - Room 101
2025-09-02 16:15:00,ROOM_102,22.39,57.05,819.0,Building A - Floor 1 - Room 102
2025-09-02 16:30:00,CONF_ROOM,22.58,46.77,791.0,Building A - Floor 2 - Conference Room
2025-09-02 16:45:00,LOBBY,21.59,43.85,702.0,Building B - Floor 1 - Lobby
2025-09-02 17:00:00,ROOM_101,22.02,48.7,841.0,Building A - Floor 1 - Room 101
2025-09-02 17:15:00,ROOM_102,21.74,49.5,702.0,Building A - Floor 1 - Room 102
2025-09-02 17:30:00,CONF_ROOM,21.95,40.0,775.0,Building A - Floor 2 - Conference Room
2025-09-02 17:45:00,LOBBY,22.48,48.13,722.0,Building B - Floor 1 - Lobby
2025-09-02 18:00:00,ROOM_101,20.98,52.25,756.0,Building A - Floor 1 - Room 101
2025-09-02 18:15:00,ROOM_102,20.72,57.75,776.0,Building A - Floor 1 - Room 102
2025-09-02 18:30:00,CONF_ROOM,20.66,60.0,776.0,Building A - Floor 2 - Conference Room
2025-09-02 18:45:00,LOBBY,20.69,60.0,781.0,Building B - Floor 1 - Lobby
2025-09-02 19:00:00,ROOM_101,20.69,53.02,600.0,Building A - Floor 1 - Room 101
2025-09-02 19:15:00,ROOM_102,20.9,48.13,542.0,Building A - Floor 1 - Room 102
2025-09-02 19:30:00,CONF_ROOM,20.87,60.0,507.0,Building A - Floor 2 - Conference Room
2025-09-02 19:45:00,LOBBY,21.14,53.16,568.0,Building B - Floor 1 - Lobby
2025-09-02 20:00:00,ROOM_101,20.45,55.24,579.0,Building A - Floor 1 - Room 101
2025-09-02 20:15:00,ROOM_102,21.17,52.65,458.0,Building A - Floor 1 - Room 102
2025-09-02 20:30:00,CONF_ROOM,20.31,56.62,549.0,Building A - Floor 2 - Conference Room
2025-09-02 20:45:00,LOBBY,21.8,49.94,555.0,Building B - Floor 1 - Lobby
2025-09-02 21:00:00,ROOM_101,20.57,51.9,505.0,Building A - Floor 1 - Room 101
2025-09-02 21:15:00,ROOM_102,19.83,54.5,588.0,Building A - Floor 1 - Room 102
2025-09-02 21:30:00,CONF_ROOM,19.73,57.4,512.0,Building A - Floor 2 - Conference Room
2025-09-02 21:45:00,LOBBY,20.5,52.28,,Building B - Floor 1 - Lobby
2025-09-02 22:00:00,ROOM_101,20.09,52.8,511.0,Building A - Floor 1 - Room 101
2025-09-02 22:15:00,ROOM_102,20.56,,520.0,Building A - Floor 1 - Room 102
2025-09-02 22:30:00,CONF_ROOM,20.44,53.93,465.0,Building A - Floor 2 - Conference Room
2025-09-02 22:45:00,LOBBY,20.16,60.0,447.0,Building B - Floor 1 - Lobby
2025-09-02 23:00:00,ROOM_101,19.84,43.95,599.0,Building A - Floor 1 - Room 101
2025-09-02 23:15:00,ROOM_102,19.5,60.0,477.0,Building A - Floor 1 - Room 102
2025-09-02 23:30:00,CONF_ROOM,20.04,,470.0,Building A - Floor 2 - Conference Room
2025-09-02 23:45:00,LOBBY,20.69,44.0,412.0,Building B - Floor 1 - Lobby
2025-09-03 00:00:00,ROOM_101,20.55,53.12,488.0,Building A - Floor 1 - Room 101
2025-09-03 00:15:00,ROOM_102,19.82,55.41,453.0,Building A - Floor 1 - Room 102
2025-09-03 00:30:00,CONF_ROOM,20.53,47.86,602.0,Building A - Floor 2 - Conference Room
2025-09-03 00:45:00,LOBBY,20.63,50.68,570.0,Building B - Floor 1 - Lobby
2025-09-03 01:00:00,ROOM_101,20.29,50.15,485.0,Building A - Floor 1 - Room 101
2025-09-03 01:15:00,ROOM_102,20.8,60.0,632.0,Building A - Floor 1 - Room 102
2025-09-03 01:30:00,CONF_ROOM,20.76,58.81,569.0,Building A - Floor 2 - Conference Room
2025-09-03 01:45:00,LOBBY,20.16,60.0,503.0,Building B - Floor 1 - Lobby
2025-09-03 02:00:00,ROOM_101,21.28,56.01,400.0,Building A - Floor 1 - Room 101
2025-09-03 02:15:00,ROOM_102,21.38,46.42,634.0,Building A - Floor 1 - Room 102
2025-09-03 02:30:00,CONF_ROOM,21.64,48.58,450.0,Building A - Floor 2 - Conference Room
2025-09-03 02:45:00,LOBBY,21.63,53.68,437.0,Building B - Floor 1 - Lobby
2025-09-03 03:00:00,ROOM_101,20.85,47.72,571.0,Building A - Floor 1 - Room 101
2025-09-03 03:15:00,ROOM_102,21.07,56.66,641.0,Building A - Floor 1 - Room 102
2025-09-03 03:30:00,CONF_ROOM,21.79,49.5,589.0,Building A - Floor 2 - Conference Room
2025-09-03 03:45:00,LOBBY,21.79,,548.0,Building B - Floor 1 - Lobby
2025-09-03 04:00:00,ROOM_101,22.26,52.69,549.0,Building A - Floor 1 - Room 101
2025-09-03 04:15:00,ROOM_102,23.93,45.79,562.0,Building A - Floor 1 - Room 102
2025-09-03 04:30:00,CONF_ROOM,22.29,47.23,,Building A - Floor 2 - Conference Room
2025-09-03 04:45:00,LOBBY,22.57,53.9,534.0,Building B - Floor 1 - Lobby
2025-09-03 05:00:00,ROOM_101,22.94,41.46,525.0,Building A - Floor 1 - Room 101
2025-09-03 05:15:00,ROOM_102,22.79,50.45,516.0,Building A - Floor 1 - Room 102
2025-09-03 05:30:00,CONF_ROOM,22.31,51.93,482.0,Building A - Floor 2 - Conference Room
2025-09-03 05:45:00,LOBBY,22.85,45.62,505.0,Building B - Floor 1 - Lobby
2025-09-03 06:00:00,ROOM_101,22.51,49.93,435.0,Building A - Floor 1 - Room 101
2025-09-03 06:15:00,ROOM_102,22.78,41.14,515.0,Building A - Floor 1 - Room 102
2025-09-03 06:30:00,CONF_ROOM,22.66,52.42,470.0,Building A - Floor 2 - Conference Room
2025-09-03 06:45:00,LOBBY,22.94,45.94,464.0,Building B - Floor 1 - Lobby
2025-09-03 07:00:00,ROOM_101,24.43,40.0,528.0,Building A - Floor 1 - Room 101
2025-09-03 07:15:00,ROOM_102,22.34,54.11,589.0,Building A - Floor 1 - Room 102
2025-09-03 07:30:00,CONF_ROOM,23.62,41.08,565.0,Building A - Floor 2 - Conference Room
2025-09-03 07:45:00,LOBBY,22.47,41.39,441.0,Building B - Floor 1 - Lobby
2025-09-03 08:00:00,ROOM_101,23.32,40.0,710.0,Building A - Floor 1 - Room 101
2025-09-03 08:15:00,ROOM_102,24.1,46.03,807.0,Building A - Floor 1 - Room 102
2025-09-03 08:30:00,CONF_ROOM,23.59,40.0,710.0,Building A - Floor 2 - Conference Room
2025-09-03 08:45:00,LOBBY,23.02,55.37,748.0,Building B - Floor 1 - Lobby
2025-09-03 09:00:00,ROOM_101,23.38,40.0,787.0,Building A - Floor 1 - Room 101
2025-09-03 09:15:00,ROOM_102,24.08,51.55,711.0,Building A - Floor 1 - Room 102
2025-09-03 09:30:00,CONF_ROOM,23.37,46.49,765.0,Building A - Floor 2 - Conference Room
2025-09-03 09:45:00,LOBBY,23.85,43.35,693.0,Building B - Floor 1 - Lobby
2025-09-03 10:00:00,ROOM_101,23.82,41.21,729.0,Building A - Floor 1 - Room 101
2025-09-03 10:15:00,ROOM_102,23.47,47.1,775.0,Building A - Floor 1 - Room 102
2025-09-03 10:30:00,CONF_ROOM,24.87,40.25,680.0,Building A - Floor 2 - Conference Room
2025-09-03 10:45:00,LOBBY,24.12,48.45,782.0,Building B - Floor 1 - Lobby
2025-09-03 11:00:00,ROOM_101,22.73,48.14,759.0,Building A - Floor 1 - Room 101
2025-09-03 11:15:00,ROOM_102,23.83,44.65,787.0,Building A - Floor 1 - Room 102
2025-09-03 11:30:00,CONF_ROOM,23.41,43.48,771.0,Building A - Floor 2 - Conference Room
2025-09-03 11:45:00,LOBBY,24.16,42.52,828.0,Building B - Floor 1 - Lobby
2025-09-03 12:00:00,ROOM_101,23.16,47.67,766.0,Building A - Floor 1 - Room 101
2025-09-03 12:15:00,ROOM_102,23.5,40.0,738.0,Building A - Floor 1 - Room 102
2025-09-03 12:30:00,CONF_ROOM,23.81,40.0,766.0,Building A - Floor 2 - Conference Room
2025-09-03 12:45:00,LOBBY,23.99,47.08,787.0,Building B - Floor 1 - Lobby
2025-09-03 13:00:00,ROOM_101,22.67,48.62,762.0,Building A - Floor 1 - Room 101
2025-09-03 13:15:00,ROOM_102,23.11,45.38,762.0,Building A - Floor 1 - Room 102
2025-09-03 13:30:00,CONF_ROOM,23.04,46.63,724.0,Building A - Floor 2 - Conference Room
2025-09-03 13:45:00,LOBBY,22.95,48.57,,Building B - Floor 1 - Lobby
2025-09-03 14:00:00,ROOM_101,23.78,41.37,689.0,Building A - Floor 1 - Room 101
2025-09-03 14:15:00,ROOM_102,23.1,42.44,847.0,Building A - Floor 1 - Room 102
2025-09-03 14:30:00,CONF_ROOM,22.27,50.08,697.0,Building A - Floor 2 - Conference Room
2025-09-03 14:45:00,LOBBY,23.36,40.57,725.0,Building B - Floor 1 - Lobby
2025-09-03 15:00:00,ROOM_101,23.53,46.94,724.0,Building A - Floor 1 - Room 101
2025-09-03 15:15:00,ROOM_102,22.98,40.0,804.0,Building A - Floor 1 - Room 102
2025-09-03 15:30:00,CONF_ROOM,21.71,56.11,,Building A - Floor 2 - Conference Room
2025-09-03 15:45:00,LOBBY,22.22,51.63,822.0,Building B - Floor 1 - Lobby
2025-09-03 16:00:00,ROOM_101,22.63,49.18,726.0,Building A - Floor 1 - Room 101
2025-09-03 16:15:00,ROOM_102,21.65,56.08,773.0,Building A - Floor 1 - Room 102
2025-09-03 16:30:00,CONF_ROOM,22.22,57.59,718.0,Building A - Floor 2 - Conference Room
2025-09-03 16:45:00,LOBBY,22.39,53.77,867.0,Building B - Floor 1 - Lobby
2025-09-03 17:00:00,ROOM_101,21.07,43.9,700.0,Building A - Floor 1 - Room 101
2025-09-03 17:15:00,ROOM_102,21.5,45.27,775.0,Building A - Floor 1 - Room 102
2025-09-03 17:30:00,CONF_ROOM,19.91,53.84,791.0,Building A - Floor 2 - Conference Room
2025-09-03 17:45:00,LOBBY,21.02,53.4,780.0,Building B - Floor 1 - Lobby
2025-09-03 18:00:00,ROOM_101,20.97,56.02,750.0,Building A - Floor 1 - Room 101
2025-09-03 18:15:00,ROOM_102,20.48,51.44,753.0,Building A - Floor 1 - Room 102
2025-09-03 18:30:00,CONF_ROOM,21.92,51.2,762.0,Building A - Floor 2 - Conference Room
2025-09-03 18:45:00,LOBBY,20.38,51.62,752.0,Building B - Floor 1 - Lobby
2025-09-03 19:00:00,ROOM_101,20.51,51.91,568.0,Building A - Floor 1 - Room 101
2025-09-03 19:15:00,ROOM_102,20.79,47.0,630.0,Building A - Floor 1 - Room 102
2025-09-03 19:30:00,CONF_ROOM,21.45,47.22,492.0,Building A - Floor 2 - Conference Room
2025-09-03 19:45:00,LOBBY,20.01,49.87,451.0,Building B - Floor 1 - Lobby
2025-09-03 20:00:00,ROOM_101,21.02,48.39,515.0,Building A - Floor 1 - Room 101
2025-09-03 20:15:00,ROOM_102,20.45,60.0,648.0,Building A - Floor 1 - Room 102
2025-09-03 20:30:00,CONF_ROOM,19.95,52.09,479.0,Building A - Floor 2 - Conference Room
2025-09-03 20:45:00,LOBBY,20.67,60.0,601.0,Building B - Floor 1 - Lobby
2025-09-03 21:00:00,ROOM_101,20.36,57.93,603.0,Building A - Floor 1 - Room 101
2025-09-03 21:15:00,ROOM_102,19.96,57.72,492.0,Building A - Floor 1 - Room 102
2025-09-03 21:30:00,CONF_ROOM,20.3,51.37,548.0,Building A - Floor 2 - Conference Room
2025-09-03 21:45:00,LOBBY,20.07,59.93,601.0,Building B - Floor 1 - Lobby
2025-09-03 22:00:00,ROOM_101,20.26,52.92,501.0,Building A - Floor 1 - Room 101
2025-09-03 22:15:00,ROOM_102,20.53,55.51,509.0,Building A - Floor 1 - Room 102
2025-09-03 22:30:00,CONF_ROOM,20.99,60.0,490.0,Building A - Floor 2 - Conference Room
2025-09-03 22:45:00,LOBBY,19.58,57.59,469.0,Building B - Floor 1 - Lobby
2025-09-03 23:00:00,ROOM_101,21.33,57.98,487.0,Building A - Floor 1 - Room 101
2025-09-03 23:15:00,ROOM_102,19.29,55.52,458.0,Building A - Floor 1 - Room 102
2025-09-03 23:30:00,CONF_ROOM,20.19,55.86,521.0,Building A - Floor 2 - Conference Room
2025-09-03 23:45:00,LOBBY,20.56,60.0,481.0,Building B - Floor 1 - Lobby
